id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
33985,2023/08/01,2023/08/02,,X,FOR,Forest,1,0,0,144,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30","600","10","2",1,,0,,,,,,,,,,,,,"40; private road 20'","35",,"2",,"10","2",,"200","200",0,0,,"40; private road 20'","35",,"35",,"0.1","20","2","2",,"200","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,Minimum lot depth 400'.,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.1""}",2023/08/01,5374.18612803737,,Salisbury,Addison County,Vermont
33983,2023/08/01,2023/08/25,,M,CD,Commercial,1,0,0,144,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,"1","30","600","3","2",0,0,0,,,,,,,,,,,,,"Rt7 50'; public road 35'; private road 20'","35",,25% and not more than 50% of any acre,,"3","2",,"25ft; 75 at district edge","25ft; 75 at district edge",0,0,,"Rt7 50'; public road 35'; private road 20'","35",,25% and not more than 50% of any acre,,"0.33","6","2","2",,"25ft; 75 at district edge","25ft; 75 at district edge",0,0,,"Rt7 50'; public road 35'; private road 20'",,"35",,25% and not more than 50% of any acre,,"0.33","9","2","2",,"25ft; 75 at district edge","25ft; 75 at district edge",0,0,0,0,,"Rt7 50'; public road 35'; private road 20'",,"35",,25% and not more than 50% of any acre,,"0.33",,"12","2","2",,"25ft; 75 at district edge","25ft; 75 at district edge",0,0,,,,0,allowed,Minimum lot depth 300'.,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": ""200"", ""36_90"": ""200"", ""36_91"": ""200"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""15"", ""38_99"": ""0.33"", ""38_100"": ""50"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": ""25"", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.33""}",2023/08/01,86.4226541931955,,Salisbury,Addison County,Vermont
33978,2023/08/01,2023/08/02,,M,HDR,High Density Residential,1,0,0,144,"Because the setbacks are dependent on road type, you can select from the ""Units/Special"" drop-down menu for each setback ""Contextual"" and keep the Notes as it.

Are all the setback dependent or only the front setback? YB
Only the front setback! GS

",done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,"1","30","600","0.96","2",0,0,0,,,,,,,,,,,,,"35; Rt 7 50'; private road 20'","35",,"50",,"0.92","2",,"15","15",0,0,,"35; Rt 7 50'; private road 20'","35",,"50",,"1.01","1.84","2","2",,"15","15",0,0,,"35; Rt 7 50'; private road 20'",,"35",,"50",,"1.01","2.76","2","2",,"15","15",0,0,0,0,,"35; Rt 7 50'; private road 20'",,"35",,"50",,"1.01",,"3.68","2","2",,"15","15",0,0,,,,0,allowed,"Minimum lot depth: 125ft.
ADU size limit is whichever is larger.","{""36_87"": ""70"", ""36_88"": ""70"", ""36_89"": ""70"", ""36_90"": ""70"", ""36_91"": ""70"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""4.6"", ""38_99"": ""1.01"", ""38_100"": ""35"", ""38_101"": ""15"", ""38_102"": ""15"", ""38_103"": """", ""38_104"": ""50"", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1.01""}",2023/08/01,366.973933506551,,Salisbury,Addison County,Vermont
33984,2023/08/01,2023/08/02,,X,CON,Conservation,1,0,0,144,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30","600","25","2",1,0,0,,,,,,,,,,,,,"40; private road 20'","35",,"1",,"25","2",,"200","200",0,0,,"40; private road 20'","35",,"1",,"0.04","50","2","2",,"200","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,allowed,"Minimum lot depth 400'. Maximum building size 10,000 sf.","{""36_87"": ""400"", ""36_88"": ""400"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/01,3569.85004383483,,Salisbury,Addison County,Vermont
36141,2023/08/23,2023/08/25,,X,CON,Conservation District,1,0,0,259,,done,0,0,hearing,prohibited,prohibited,prohibited,hearing,nomention,0,0,"1","30",,"25","2",1,0,0,,,,,,,,,,,,,"150","35",,"1",,"25","2",,"75","75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,allowed,Minimum lot depth 500ft. A density bonus of up to 25% is available for PUDs with exceptional design and or affordable or elderly housing.,"{""36_87"": ""500"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/23,3507.78874836275,,Whiting,Addison County,Vermont
36142,2023/08/23,2023/08/24,,X,FHO,Flood Hazard Area,0,0,1,259,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,"The boundaries of this district are based off FEMA FIRM maps, zone A.","{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/23,0,,Whiting,Addison County,Vermont
36139,2023/08/23,2023/08/25,,R,MDR,Medium Density Residential District,1,0,0,259,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30",,"2","2",1,0,0,,,,,,,,,,,,,"100","35",,"10",,"2","2",,"50","50",0,0,,"100","35",,"10",,"0.5","4","2","2",,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,allowed,"Minimum lot depth 300ft. Density bonuses up to 25% are available for PUDs with exceptional design, affordable or elderly housing.","{""36_87"": ""275"", ""36_88"": ""275"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.5""}",2023/08/23,1868.14484319583,,Whiting,Addison County,Vermont
36138,2023/08/23,2023/08/25,,M,COM,Commercial District,1,0,0,259,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30",,"1","2",1,0,0,,,,,,,,,,,,,"65","35",,"20",,"1","2",,"25","25",0,0,,"65","35",,"20",,"1","2","2","2",,"25","25",0,0,,"65",,"35",,"20",,"1","3","2","2",,"25","25",0,0,0,0,,"65",,"35",,"20",,"1",,"4","2","2",,"25","25",0,0,,,,1,allowed,"Minimum lot depth 150ft. Density bonuses up to 25% are available for PUDs with exceptional design, affordable or elderly housing.","{""36_87"": ""150"", ""36_88"": ""150"", ""36_89"": ""150"", ""36_90"": ""150"", ""36_91"": ""150"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""5"", ""38_99"": ""1"", ""38_100"": ""65"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": ""20"", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/23,94.4144609430277,,Whiting,Addison County,Vermont
36140,2023/08/23,2023/08/25,,R,LDR,Low Density Residential District,1,0,0,259,,done,0,0,allowed,prohibited,prohibited,prohibited,allowed,nomention,0,0,,"30",,"25","2",1,0,0,,,,,,,,,,,,,"100","35",,"5",,"25","2",,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,allowed,"Minimum lot depth 300ft. A density bonus of up to 25% is available for PUDs with exceptional design, affordable or elderly housing.","{""36_87"": ""275"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/23,3281.73150152579,,Whiting,Addison County,Vermont
35491,2023/08/16,2023/09/25,,X,CON,Conservation,1,0,0,138,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,1,"1","30","1000",,,1,0,,,,,,,,,,,,,,"125","35",,"1",,"25",,,"200","200",0,0,,"125","35",,"1",,"0.04","50",,,,"200","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,"This district consists of land with severe physical limitations for development and having significant wildlife value. A majority of the district is mapped on flood-prone land identified by the Federal Emergency
Management Agency on the Flood Insurance Rate Map dated 9/27/85, currently in effect in Cornwall. Such lands are located along the Lemon Fair River in the northwestern portion of Cornwall and in a major swamp
area adjacent to Otter Creek in the eastern area of Town and are subject to the regulations of ARTICLE IX of this document. The purposes of this district are to protect significant wildlife and natural resource values; to
restrict development opportunities due to limiting physical conditions; to prevent increases in flooding due to excess development; and to minimize losses due to floods. Consequently, only very limited uses are
permitted by right, while structural improvements require conditional use approval, with a minimum lot size for all uses of 25 acres.","{""36_87"": ""400"", ""36_88"": ""400"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/16,3589.41470558505,,Cornwall,Addison County,Vermont
35489,2023/08/16,2023/09/25,,R,MDR,Medium Density Residential,1,0,0,138,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,1,"1","30","1000",,,1,0,,,,,,,,,,,,,,"100","35",,"10",,"2",,,"50","50",0,0,,"100","35",,"10",,"0.5","4",,,,"50","50",0,0,,"100",,"50",,"10",,"0.5","6",,,,"50","50",0,0,0,0,,"100",,"35",,"10",,"0.5",,"8",,,,"50","50",,,,,,1,allowed,"These areas contain residential development mixed with agricultural uses and should remain primarily residential and agricultural. Existing residential uses are supported. To maintain the town’s rural
character, this area should include agricultural land or open land for conservation and recreational purposes. The District allows future residential development that will extend the existing settlement pattern, lot
configuration and architectural character. New development should reinforce the existing land use pattern and the architectural style of existing historic homes along Route 30. New residential development elsewhere in the district should be encouraged to follow a more rural pattern with clusters of buildings separated by open land.","{""36_87"": ""250"", ""36_88"": ""250"", ""36_89"": ""250"", ""36_90"": ""250"", ""36_91"": ""250"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""10"", ""38_99"": ""0.5"", ""38_100"": ""100"", ""38_101"": ""50"", ""38_102"": ""50"", ""38_103"": """", ""38_104"": ""10"", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.5""}",2023/08/16,1140.79185783497,,Cornwall,Addison County,Vermont
35487,2023/08/16,2023/09/25,,M,V1,Cornwall Village,1,0,0,138,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,1,"1","30","1000",,,1,0,,,,,,,,,,,,,,"35","35",,"25",,"0.5",,,"15","15",0,0,,"35","35",,"15",,"2","1",,,,"15","15",0,0,,"35",,"35",,"15",,"2","1.5",,,,"15","15",0,0,0,0,,"35",,"35",,"15",,"2",,"2",,,,"15","15",0,0,,,,1,allowed,"This district constitutes Cornwall's primary village area and the historic center of Cornwall’s public buildings. The Zoning Map depicts it in proximity to the junction of Route 30 and 74. This district supports
existing residential uses and encourages future residential uses as PUDs or otherwise planned to extend and strengthen the existing settlement pattern of small village lots. Buildings should support existing architectural styles and scale and include a range of housing options. This district encourages new commercial activities appropriate in scale and character to a traditional New England village center.","{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": ""100"", ""36_90"": ""100"", ""36_91"": ""100"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""2.5"", ""38_99"": ""2"", ""38_100"": ""35"", ""38_101"": ""15"", ""38_102"": ""15"", ""38_103"": """", ""38_104"": ""15"", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""2""}",2023/08/16,167.635449421473,,Cornwall,Addison County,Vermont
35488,2023/08/16,2023/09/25,,M,V2,West Cornwall Village,1,0,0,138,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,,1,"1","30","1000",,,1,0,,,,,,,,,,,,,,"35","35",,"25",,"1",,,"25","15",0,0,,"35","35",,"15",,"2","1",,,,"25","15",0,0,,"35",,"35",,"15",,"2","1.5",,,,"25","15",0,0,0,0,,"35",,"35",,"15",,"2",,"2",,,,"25","15",0,0,,,,1,allowed,"This district constitutes the second of Cornwall's village areas. It is depicted on the Zoning Map in proximity to the intersection of Route 74 and North and South Bingham Street. The West Cornwall Village is a historic
hamlet of Cornwall and should continue to be an inviting, primarily residential neighborhood. Existing residential uses are supported. Future residential development is encouraged as PUDs or in a manner that will
extend the existing settlement pattern on small lots. Building types should be compatible with the architectural character of West Cornwall and support a range of housing options. New commercial activities
will generally require conditional use review in order to control potential impacts of future development. ","{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": ""100"", ""36_90"": ""100"", ""36_91"": ""100"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""2.5"", ""38_99"": ""2"", ""38_100"": ""35"", ""38_101"": ""15"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": ""15"", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""2""}",2023/08/16,205.617374002556,,Cornwall,Addison County,Vermont
35490,2023/08/16,2023/09/25,,R,LDR,Low Density Residential,1,0,0,138,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,1,"1","30","1000",,,1,0,,,,,,,,,,,,,,"100","35",,"3",,"4",,,"50","50",0,0,,"100","35",,"3",,"0.25","8",,,,"50","50",0,0,,"100",,"35",,"3",,"0.25","12",,,,"50","50",0,0,0,0,,"100",,"35",,"3",,"0.25",,"16",,,,"50","50",0,0,,,,1,allowed,"one of the primary objectives of this district is to preserve and encourage agriculture. Existing residential uses will be supported and future residential development will be encouraged to
locate away from agriculturally viable land and environmentally sensitive areas. New residential development should be encouraged to follow a more rural pattern with clusters of buildings separated by open land.
Architectural styles similar to those typical of the town’s historic farmsteads should be encouraged. Use of PUDs and conservation subdivision principles should be encouraged and rural amenities, such as trails,
should be incorporated into major subdivisions. ","{""36_87"": ""300"", ""36_88"": ""300"", ""36_89"": ""300"", ""36_90"": ""300"", ""36_91"": ""300"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.25""}",2023/08/16,13304.6115980666,,Cornwall,Addison County,Vermont
35828,2023/08/17,2023/08/18,,O,POND,Monkton Pond Overlay District,1,0,1,115,,done,0,0,hearing,hearing,hearing,hearing,hearing,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hearing,Development in this zone will be by conditional use review and must not 'unnecessarily impede' the view of the pond from the road.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/17,281.557289645418,,Monkton,Addison County,Vermont
35831,2023/08/17,2023/08/18,,X,RLA,Ridgeline Overlay District,1,0,1,115,,done,0,0,prohibited,prohibited,prohibited,prohibited,hearing,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,This district preserves valuable and fragile ridgeline areas. Residential development is prohibited. Accessory dwelling units may be permitted under conditional use review.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/17,3508.26702545244,,Monkton,Addison County,Vermont
35830,2023/08/17,2023/08/18,,X,FLHD,Flood Hazard Overlay District,1,0,1,115,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,This district is comprised of Zone A on FEMA FIRM maps from November 1985 and river corridors designated by the Vermont Agency of Natural Resources (and 50 feet from the top of slope along streams without defined corridors). ,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/17,1699.00832617596,,Monkton,Addison County,Vermont
35824,2023/08/17,2023/08/18,,M,RA2MD,Medium Density Rural Agricultural District,1,0,0,115,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30","900","2",,1,0,0,,,,,,,,,,,,,"50","35",,,"3","2",,,"50","50",0,0,,"50","35",,,"3","0.5","4",,,,"50","50",0,0,,"50",,"35",,,"3","0.5","6",,,,"50","50",0,0,0,0,,"50",,"35",,,"3","0.5",,"8",,,,"50","50",0,0,,,,1,allowed,"Maximum building height is 3 stories or 35 feet, whichever is less. Maximum accessory building height 25ft. Minimum lot depth 150ft. PUDs with affordable/elderly housing units are eligible for a 50% density bonus (up to 10 units); PUDs with environmentally efficient units are eligible for a 25% density bonus.","{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": ""200"", ""36_90"": ""200"", ""36_91"": ""200"", ""37_92"": ""t"", ""37_93"": ""5"", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""10"", ""38_99"": ""0.5"", ""38_100"": ""50"", ""38_101"": ""50"", ""38_102"": ""50"", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""3"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.5""}",2023/08/17,1632.72198067375,,Monkton,Addison County,Vermont
35827,2023/08/17,2023/08/18,,X,CON-P,Conservation District - Prohibited,1,0,0,115,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,Landowners may submit evidence of areas within the district not restricted by forest or wetland and request conditional use approval for development.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/17,3812.71080313564,,Monkton,Addison County,Vermont
35823,2023/08/17,2023/08/19,,R,R1V,High Density Village District,1,0,0,115,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30","900","1",,1,0,0,,,,,,,,,,,,,"30","35",,,"3","1",,,"25","25",0,0,,"30","35",,,"3","1","2",,,,"25","25",0,0,,"30",,"35",,,"3","1","3",,,,"25","25",0,0,0,0,,"30",,"35",,,"3","1",,"4",,,,"25","25",0,0,,,,0,allowed,"This district is part of the Village/Residential Planning Region. Maximum building height 3 stories or 35 feet, whichever is less. Maximum ADU size is 30% or 900sf, whichever is greater. Maximum accessory building height 20ft. Density bonus of 50% for affordable or elderly housing units up to 10 units and 25% for energy efficient units. ","{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": ""100"", ""36_90"": ""100"", ""36_91"": ""100"", ""37_92"": ""t"", ""37_93"": ""5"", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""5"", ""38_99"": ""1"", ""38_100"": ""30"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": ""3"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/17,88.409259661912,,Monkton,Addison County,Vermont
