ABB_DIST_NAME,COUNTY,JXTN,DIST_NAME,DIST_MAP,OVER,EXT_DIST,DIST_TYPE,AFF_DIST,ELD_DIST,1FDP,2FDP,3FDP,4FDP,5FDP,ADUDP,AFFDP,PRDDP,NOTES,1F_MIN_LOT,1F_FSET,1F_SSET,1F_RSET,1F_FRONT,1F_MAX_LOT_BLDG,1F_MAX_LOT_IMP,1F_PARK,1F_STORIES,1F_HEIGHT,1F_FTA,1F_MIN_UNIT,2F_AFF,2F_ELD,2F_MIN_LOT,2F_MAX_DENS,2F_FSET,2F_SSET,2F_RSET,2F_FRONT,2F_MAX_LOT_BLDG,2F_MAX_LOT_IMP,2F_PARK_1BR,2F_PARK_2BR,2F_STORIES,2F_HEIGHT,2F_FTA,2F_MIN_UNIT,2F_AFF,3F_ELD,3F_MIN_LOT,3F_MAX_DENS,3F_FSET,3F_SSET,3F_RSET,3F_FRONT,3F_MAX_LOT_BLDG,3F_MAX_LOT_IMP,3F_PARK_1BR,3F_PARK_2BR,3F_CNXN_H2O,3F_CNXN_TRANSIT,3F_STORIES,3F_HEIGHT,3F_FTA,3F_MIN_UNIT,3F_BEDROOMS,3F_AFF,3F_ELD,4F_MIN_LOT,4F_MAX_DENS,4F_FSET,4F_SSET,4F_RSET,4F_FRONT,4F_MAX_LOT_BLDG,4F_MAX_LOT_IMP,4F_PARK_1BR,4F_PARK_2BR,4F_CNXN_H2O,4F_CNXN_TRANSIT,4F_STORIES,4F_HEIGHT,4F_FTA,4F_MIN_UNIT,4F_BEDROOMS,4F_MAX_UNITS,4F_AFF,4F_ELD,4F_MIN_LOT,5F_MAX_DENS,5F_FSET,5F_SSET,5F_RSET,5F_FRONT,5F_MAX_LOT_BLDG,5F_MAX_LOT_IMP,5F_PARK_1BR,5F_PARK_2BR,5F_CNXN_H2O,5F_CNXN_TRANSIT,5F_STORIES,5F_FEET,5F_FTA,5F_MIN_UNIT,5F_BEDROOMS,5F_MAX_UNITS,5F Definition,5F_ELD,5F_MIN_LOT,5F_MAX_DENS,AFF_PARK_1BR,AFF_PARK_2BR,AFF_MIN_UNIT,AFF_BEDROOMS,AFF_MAX_UNITS,ADU_EMP_REQD,ADU_RENTER_PROH,ADU_OWNER_REQD,ADU_ELD,ADU_MIN_LOT,ADU_PARK,ADU_PRIM_STRUC,ADU_MAX_PCT,ADU_MAX_SIZE,ADU_BEDROOMS,PRD_MHP,PRD_MIN_LOT,PRD_MAX_DENS,PRD_MAX_UNITS,PUD required with Subdivision,PUD Threshold #,PUD Allowed,PUD requiring land conservation,BASE_DENS,1F_MIN_LOT_UNITS,1F_FSET_UNITS,1F_SSET_UNITS,1F_RSET_UNITS,1F_FRONT_UNITS,1F_MAX_LOT_BLDG_UNITS,1F_MAX_LOT_IMP_UNITS,1F_PARK_UNITS,1F_STORIES_UNITS,1F_HEIGHT_UNITS,1F_FTA_UNITS,1F_MIN_UNIT_UNITS,2F_AFF_UNITS,2F_ELD_UNITS,2F_MIN_LOT_UNITS,2F_MAX_DENS_UNITS,2F_FSET_UNITS,2F_SSET_UNITS,2F_RSET_UNITS,2F_FRONT_UNITS,2F_MAX_LOT_BLDG_UNITS,2F_MAX_LOT_IMP_UNITS,2F_PARK_1BR_UNITS,2F_PARK_2BR_UNITS,2F_STORIES_UNITS,2F_HEIGHT_UNITS,2F_FTA_UNITS,2F_MIN_UNIT_UNITS,2F_AFF_UNITS,3F_ELD_UNITS,3F_MIN_LOT_UNITS,3F_MAX_DENS_UNITS,3F_FSET_UNITS,3F_SSET_UNITS,3F_RSET_UNITS,3F_FRONT_UNITS,3F_MAX_LOT_BLDG_UNITS,3F_MAX_LOT_IMP_UNITS,3F_PARK_1BR_UNITS,3F_PARK_2BR_UNITS,3F_CNXN_H2O_UNITS,3F_CNXN_TRANSIT_UNITS,3F_STORIES_UNITS,3F_HEIGHT_UNITS,3F_FTA_UNITS,3F_MIN_UNIT_UNITS,3F_BEDROOMS_UNITS,3F_AFF_UNITS,3F_ELD_UNITS,4F_MIN_LOT_UNITS,4F_MAX_DENS_UNITS,4F_FSET_UNITS,4F_SSET_UNITS,4F_RSET_UNITS,4F_FRONT_UNITS,4F_MAX_LOT_BLDG_UNITS,4F_MAX_LOT_IMP_UNITS,4F_PARK_1BR_UNITS,4F_PARK_2BR_UNITS,4F_CNXN_H2O_UNITS,4F_CNXN_TRANSIT_UNITS,4F_STORIES_UNITS,4F_HEIGHT_UNITS,4F_FTA_UNITS,4F_MIN_UNIT_UNITS,4F_BEDROOMS_UNITS,4F_MAX_UNITS_UNITS,4F_AFF_UNITS,4F_ELD_UNITS,4F_MIN_LOT_UNITS,5F_MAX_DENS_UNITS,5F_FSET_UNITS,5F_SSET_UNITS,5F_RSET_UNITS,5F_FRONT_UNITS,5F_MAX_LOT_BLDG_UNITS,5F_MAX_LOT_IMP_UNITS,5F_PARK_1BR_UNITS,5F_PARK_2BR_UNITS,5F_CNXN_H2O_UNITS,5F_CNXN_TRANSIT_UNITS,5F_STORIES_UNITS,5F_FEET_UNITS,5F_FTA_UNITS,5F_MIN_UNIT_UNITS,5F_BEDROOMS_UNITS,5F_MAX_UNITS_UNITS,5F Definition_UNITS,5F_ELD_UNITS,5F_MIN_LOT_UNITS,5F_MAX_DENS_UNITS,AFF_PARK_1BR_UNITS,AFF_PARK_2BR_UNITS,AFF_MIN_UNIT_UNITS,AFF_BEDROOMS_UNITS,AFF_MAX_UNITS_UNITS,ADU_EMP_REQD_UNITS,ADU_RENTER_PROH_UNITS,ADU_OWNER_REQD_UNITS,ADU_ELD_UNITS,ADU_MIN_LOT_UNITS,ADU_PARK_UNITS,ADU_PRIM_STRUC_UNITS,ADU_MAX_PCT_UNITS,ADU_MAX_SIZE_UNITS,ADU_BEDROOMS_UNITS,PRD_MHP_UNITS,PRD_MIN_LOT_UNITS,PRD_MAX_DENS_UNITS,PRD_MAX_UNITS_UNITS,PUD required with Subdivision_UNITS,PUD Threshold #_UNITS,PUD Allowed_UNITS,PUD requiring land conservation_UNITS,BASE_DENS_UNITS
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,,Spaces Per Unit,,Feet,,,,,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,Alternative,Units Per Acre,Alternative,Alternative,Alternative,Alternative,Alternative,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,Alternative,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Alternative,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,,,,Feet,Percent,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,,,,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,,,,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,Acres Per Treatment,Units Per Acre,,,,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,,,,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,,,Feet,,,,,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,Acres Per Treatment,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Stories,Feet,Ratio,Square Feet,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,Stories,Feet,Ratio,Square Feet,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Low Density Residential,Yes,No,No,Mixed with Residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Prohibited,Prohibited,Prohibited,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,,0.92,40,30,40,150,,,2,,40,,,No,No,0.92,2,40,30,40,150,,,2,2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,0.92,2,No,30,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Medium Density Residential,Yes,No,No,Primarily residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Public Hearing Required,Public Hearing Required,Public Hearing Required,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,"This district has 3 classes: (1) Municipal sewer and municipal or public water (2) Municipal sewer and individual water (3) Individual sewer and individual, municipal, or public water",(1) 0.28 (2) 0.46 (3) 0.92,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 7.1 (2) 4.3 (3) 2.2,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 10.7 (2) 6.5 (3) 3.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 14.3 (2) 8.7 (3) 4.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 17.9 (2) 10.9 (3) 5.4,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,,,,,,,,,,No,No,Yes,No,(1) 0.28 (2) 0.46 (3) 0.92,2,No,30,,,No,,,,,,,,,Alternative,Feet,Feet,Feet,Feet,,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
,Windsor,Windsor,Medium Density Residential,Yes,No,No,Primarily residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Public Hearing Required,Public Hearing Required,Public Hearing Required,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,"This district has 3 classes: (1) Municipal sewer and municipal or public water (2) Municipal sewer and individual water (3) Individual sewer and individual, municipal, or public water",(1) 0.28 (2) 0.46 (3) 0.92,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 7.1 (2) 4.3 (3) 2.2,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 10.7 (2) 6.5 (3) 3.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 14.3 (2) 8.7 (3) 4.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 17.9 (2) 10.9 (3) 5.4,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,,,,,,,,,,No,No,Yes,No,(1) 0.28 (2) 0.46 (3) 0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,Units Per Acre,,,,,,Units Per Acre
,Windsor,Windsor,Medium Density Residential,Yes,No,No,Primarily residential,No,No,Allowed/Permitted (Hearing not required),Allowed/Permitted (Hearing not required),Public Hearing Required,Public Hearing Required,Public Hearing Required,Allowed/Permitted (Hearing not required),Not Mentioned,Public Hearing Required,"This district has 3 classes: (1) Municipal sewer and municipal or public water (2) Municipal sewer and individual water (3) Individual sewer and individual, municipal, or public water",(1) 0.28 (2) 0.46 (3) 0.92,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 7.1 (2) 4.3 (3) 2.2,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,,40,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 10.7 (2) 6.5 (3) 3.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 14.3 (2) 8.7 (3) 4.3,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,No,No,(1) 0.28 (2) 0.46 (3) 0.92,(1) 17.9 (2) 10.9 (3) 5.4,(1) 30 (2) 40 (3) 40,(1) 12 (2) 20 (3) 30,(1) 30 (2) 30 (3) 40,(1) 75 (2) 100 (3) 150,(1) 30 (2) 20 (3) 15,,2,2,Yes,No,,40,,,,,,,,,,,,,,No,No,Yes,No,(1) 0.28 (2) 0.46 (3) 0.92,2,No,30,,,No,,,,,,,,,Acres Per Treatment,Feet,Feet,Feet,Feet,,,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,,,Spaces Per Unit,Spaces Per Unit,,Feet,,,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Feet,Feet,Feet,Feet,Percent,Percent,Spaces Per Unit,Spaces Per Unit,,,Stories,Feet,Ratio,Square Feet,Bedrooms Per Unit,Units Per Building,,,Acres Per Treatment,Units Per Acre,Spaces Per Unit,Spaces Per Unit,Square Feet,Bedrooms Per Unit,Units Per Building,,,,,Acres Per Treatment,Spaces Per Unit,,Percent,,,,,,,,,,,Units Per Acre
