ABB_DIST_NAME,STAT,LAST_UPDATE,JXTN_STAT,Jurisdiction Last Updated,STATE,COUNTY,JXTN,PARENT_JXTN,DIST_NAME,BYLAW_EFF,CHANGE_EXP,DIST_MAP,EXT_DIST,OVER,DIST_TYPE,AFF_DIST,ELD_DIST,1FDP,2FDP,3FDP,4FDP,1F_MIN_LOT,1F_MIN_LOT_UNITS,1F_FSET,1F_FSET_UNITS,1F_SSET,1F_SSET_UNITS,1F_RSET,1F_RSET_UNITS,1F_MAX_LOT_BLDG,1F_MAX_LOT_BLDG_UNITS,1F_MAX_LOT_IMP,1F_MAX_LOT_IMP_UNITS,1F_PARK,1F_PARK_UNITS,1F_STORIES,1F_STORIES_UNITS,1F_HEIGHT,1F_HEIGHT_UNITS,1F_FTA,1F_FTA_UNITS,1F_MIN_UNIT,1F_MIN_UNIT_UNITS,2F_AFF,2F_ELD,2F_MIN_LOT,2F_MIN_LOT_UNITS,2F_MAX_DENS,2F_MAX_DENS_UNITS,2F_FSET,2F_FSET_UNITS,2F_SSET,2F_SSET_UNITS,2F_RSET,2F_RSET_UNITS,2F_MAX_LOT_BLDG,2F_MAX_LOT_BLDG_UNITS,2F_MAX_LOT_IMP,2F_MAX_LOT_IMP_UNITS,2F_PARK_1BR,2F_PARK_1BR_UNITS,2F_PARK_2BR,2F_PARK_2BR_UNITS,2F_STORIES,2F_STORIES_UNITS,2F_HEIGHT,2F_HEIGHT_UNITS,2F_FTA,2F_FTA_UNITS,2F_MIN_UNIT,2F_MIN_UNIT_UNITS,3F_AFF,3F_ELD,3F_MIN_LOT,3F_MIN_LOT_UNITS,3F_MAX_DENS,3F_MAX_DENS_UNITS,3F_FSET,3F_FSET_UNITS,3F_SSET,3F_SSET_UNITS,3F_RSET,3F_RSET_UNITS,3F_MAX_LOT_BLDG,3F_MAX_LOT_BLDG_UNITS,3F_MAX_LOT_IMP,3F_MAX_LOT_IMP_UNITS,3F_PARK_1BR,3F_PARK_1BR_UNITS,3F_PARK_2BR,3F_PARK_2BR_UNITS,3F_CNXN_H2O,3F_CNXN_TRANSIT,3F_STORIES,3F_STORIES_UNITS,3F_HEIGHT,3F_HEIGHT_UNITS,3F_FTA,3F_FTA_UNITS,3F_MIN_UNIT,3F_MIN_UNIT_UNITS,3F_BEDROOMS,3F_BEDROOMS_UNITS,4F_AFF,4F_ELD,4F_MIN_LOT,4F_MIN_LOT_UNITS,4F_MAX_DENS,4F_MAX_DENS_UNITS,4F_FSET,4F_FSET_UNITS,4F_SSET,4F_SSET_UNITS,4F_RSET,4F_RSET_UNITS,4F_MAX_LOT_BLDG,4F_MAX_LOT_BLDG_UNITS,4F_MAX_LOT_IMP,4F_MAX_LOT_IMP_UNITS,4F_PARK_1BR,4F_PARK_1BR_UNITS,4F_PARK_2BR,4F_PARK_2BR_UNITS,4F_CNXN_H2O,4F_CNXN_TRANSIT,4F_STORIES,4F_STORIES_UNITS,4F_HEIGHT,4F_HEIGHT_UNITS,4F_FTA,4F_FTA_UNITS,4F_MIN_UNIT,4F_MIN_UNIT_UNITS,4F_BEDROOMS,4F_BEDROOMS_UNITS,4F_MAX_UNITS,4F_MAX_UNITS_UNITS,AFFDP,AFF_DEF,AFF_ELD_ONLY,AFF_MIN_LOT,AFF_MIN_LOT_UNITS,AFF_MAX_DENS,AFF_MAX_DENS_UNITS,AFF_PARK_1BR,AFF_PARK_1BR_UNITS,AFF_PARK_2BR,AFF_PARK_2BR_UNITS,AFF_CNXN_H2O,AFF_CNXN_TRANSIT,AFF_MIN_UNIT,AFF_MIN_UNIT_UNITS,AFF_BEDROOMS,AFF_BEDROOMS_UNITS,AFF_MAX_UNITS,AFF_MAX_UNIT_UNITS,ADUDP,ADU_EMP_REQD,ADU_RENTER_PROH,ADU_OWNER_REQD,ADU_ELD,ADU_MIN_LOT,ADU_MIN_LOT_UNITS,ADU_PARK,ADU_PARK_UNITS,ADU_PRIM_STRUC,ADU_MAX_PCT,ADU_MAX_PCT_UNITS,ADU_MAX_SIZE,ADU_MAX_SIZE_UNITS,ADU_BEDROOMS,ADU_BEDROOMS_UNITS,PRDDP,PRD_MHP,PRD_MIN_LOT,PRD_MIN_LOT_UNITS,PRD_MAX_DENS,PRD_MAX_DENS_UNITS,PRD_MAX_UNITS,PRD_MAX_UNITS_UNITS,SPNOTES,TTIPNOTES,5F_AFF,5F_ELD,5F_MIN_LOT,5F_MAX_DENS,5F_FSET,5F_SSET,5F_RSET,5F_MAX_LOT_BLDG,5F_MAX_LOT_IMP,5F_PARK_1BR,5F_PARK_2BR,5F_CNXN_H2O,5F_CNXN_TRANSIT,5F_STORIES,5F_FEET,5F_FTA,5F_MIN_UNIT,5F_BEDROOMS,5F_MAX_UNITS,BASE_DENS,1F_FRONT,2F_FRONT,3F_FRONT,4F_FRONT,5F_FRONT,PUD_SUBDV,PUD_THRESH,PUD_ALLOW,PUD_CONSERVE,GIS_ID
R2,Completed,2023-12-05,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Residential 2 District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.51,Acres,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.51,Acres per 2-Family,2.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.76,Acres per 3-Family,2.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,1.01,Acres per 4+-Family,2.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,4.0,Units per Building,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,2.0,Units per Acre,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,4.0,Units per Building,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",,,,,,,,,,,,,,,,,,,,2.0,,,,,,t,,t,f,
R4,Completed,2023-12-05,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Residential 4 District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22,Acres,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.28,Acres per 2-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,4.0,Units per Building,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,4.0,Units per Building,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",,,,,,,,,,,,,,,,,,,,4.0,,,,,,t,,t,f,
R7,Completed,2023-12-05,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Residential 7 District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,Acres,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.23,Acres per 2-Family,7.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,,,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",f,f,0.69,4.0,30.0,10.0,30.0,30.0,40.0,4.5,8.25,t,f,4.0,28.0,,,,,4.0,,,,,,t,,t,f,
R7-NC,Completed,2023-12-05,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Residential 7 - Neighborhood Commercial District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,Acres,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Contextual,,,,,No,No,0.23,Acres per 2-Family,7.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Contextual,,,,,No,No,0.41,Acres per 3-Family,7.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Contextual,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,30.0,Feet,10.0,Feet,30.0,Feet,30.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Contextual,,,,,,,,,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,Contextual,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",f,f,0.69,4.0,30.0,10.0,30.0,30.0,40.0,4.5,8.25,t,f,4.0,28.0,,,,,4.0,,,,,,t,,t,f,
RCOD,Completed,2024-02-01,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,River Corridor Overlay District,2023-08-02,,Yes,No,Yes,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Prohibited,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,
SEQ-NR,Completed,2023-12-07,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Neighborhood Residential District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Public Hearing,0.22,Acres,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.28,Acres per 2-Family,1.2,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,,,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",,,0.69,4.0,20.0,10.0,30.0,20.0,40.0,4.5,8.25,t,f,4.0,28.0,,,,,1.2,,,,,,t,1.0,t,f,
SEQ-NRN,Completed,2023-12-07,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Neighborhood Residential North District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Public Hearing,0.22,Acres,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.28,Acres per 2-Family,1.2,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,2.25,Spaces per Unit,4.5,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,3.75,Spaces per Unit,6.75,Spaces per Unit,Yes,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,,,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",f,f,0.69,4.0,20.0,10.0,30.0,20.0,40.0,4.5,8.25,t,f,4.0,28.0,,,,,1.2,,,,,,t,1.0,t,f,
SEQ-NRP,Completed,2023-12-07,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Natural Resource Protection District,2023-08-02,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.22,Acres,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,Spaces per Unit,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,,,,,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,,,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",,,,,,,,,,,,,,,,,,,,1.2,,,,,,t,,f,f,
SEQ-NRT,Completed,2023-12-07,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Neighborhood Residential Transition District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.22,Acres,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.24,Acres per 2-Family,1.2,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,Sale/rent cost does not exceed the maximum price for a household with a gross annual income that does not exceed 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area. Total Annual cost of ownership or rent does not exceed 30% of household's income at 80% of the median income for the Burlington-South Burlington Metropolitan Statistical Area.  ,No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,Yes,No,Yes,No,,,0.75,Parking Spaces Add'l to Main Unit,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",,,,,,,,,,,,,,,,,,,,1.2,,,,,,t,1.0,t,f,
SEQ-VC,Completed,2024-02-02,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Village Commercial District,2023-08-02,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Public Hearing,Allowed/Conditional,0.22,Acres,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.23,Acres per 2-Family,1.2,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,Flat roof: 25; pitched: 28,Alternatives,,,4.0,Stories,"Flat: 25, Pitched: 28",Contextual,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,0.75,Spaces per Unit,1.5,Spaces per Unit,No,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.46,Acres per 4+-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,0.75,Spaces per Unit,1.5,Spaces per Unit,No,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,,,Allowed/Conditional,"The maximum monthly rent that may be charged is one-twelfth of 30% 
of the targeted Area Median Income (80%) corresponding to the size of the specific unit (measured 
in number of bedrooms). The maximum monthly housing cost that the owner(s) may be 
required to pay is one-twelfth of 30% of the targeted Area Median Income (80%) corresponding to 
the size of the specific unit (measured in number of bedrooms)",No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,No,No,Yes,No,,,,,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",f,f,0.69,4.0,20.0,10.0,30.0,20.0,40.0,0.75,1.5,f,f,4.0,28.0,,,,,4.0,,,,,,,,f,,
SEQ-VR,Completed,2024-02-02,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Southeast Quadrant - Village Residential District,2023-08-02,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22,Acres,20.0,Feet,0.4,Feet,30.0,Feet,20.0,Percent,40,Percent,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.23,Acres per 2-Family,1.2,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,,,,,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,No,No,0.41,Acres per 3-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,0.75,Spaces per Unit,1.5,Spaces per Unit,No,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,No,No,0.55,Acres per 4+-Family,4.0,Units per Acre,20.0,Feet,10.0,Feet,30.0,Feet,20.0,Percent,40,Percent,0.75,Spaces per Unit,1.5,Spaces per Unit,No,No,4.0,Stories,Flat roof: 25; pitched: 28,Alternatives,,,,,,,,,Allowed/Conditional,"The maximum monthly rent that may be charged is one-twelfth of 30% 
of the targeted Area Median Income (80%) corresponding to the size of the specific unit (measured 
in number of bedrooms). The maximum monthly housing cost that the owner(s) may be 
required to pay is one-twelfth of 30% of the targeted Area Median Income (80%) corresponding to 
the size of the specific unit (measured in number of bedrooms)",No,,,,,0.75,Spaces per Unit,1.5,Spaces per Unit,Yes,No,,,,,,,Allowed/Conditional,No,No,Yes,No,,,,,No,30.0,Percent of Main Unit,900.0,Square Feet,,,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,"Max 2 stories facing street, 3 below roofline, and one roofline story for all residential treatments.",f,f,0.69,4.0,20.0,10.0,30.0,20.0,40.0,0.75,1.5,f,f,4.0,28.0,,,,,4.0,,,,,,f,,t,f,
SVPOD,Completed,2024-02-02,In Progress,2024-02-25,Vermont,Chittenden County,South Burlington,,Scenic View Protection Overlay District,2023-08-02,,Yes,No,Yes,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Prohibited,No,,Acres per PRD,,Units per Acre,,Units per PRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,
